x y
701.423245026999 1312.908582747295
1503.2533622751378 198.66995231090067
1408.9758296936463 600.8230391824096
1013.9118453002947 896.0146775175244
1515.4008510698118 200.3659155569181
893.533998124741 988.6947736206175
410.51972374507926 104.42402725872317
700.3382706684989 1288.3999972718273
1196.239674542189 700.0711783587283
1216.444437657108 690.1041826208402
1416.2330000421646 601.6409707916923
705.6621966101269 1287.473498430074
1001.958221892014 893.9367900386616
507.92161267176976 1502.1339035375602
1095.4547245437727 1393.716166103754
1487.6875753415707 196.76761759002568
893.9858945416822 1001.4183565990365
1406.0109736718175 595.1800898763352
1099.2354167069677 1395.961555246826
503.14404753630953 1501.157694986826
994.5213695218276 898.2259176188413
1515.1439631137273 214.7452402365308
998.9159455431729 902.8317519786747
1508.1404450689463 185.54064473475697
906.704051219496 1009.4099399085713
1009.2645052217969 892.1704749807284
895.4954839972315 991.5158368392094
501.3999580329485 1498.4788462373854
602.5002531759869 515.769585741612
707.1328429379645 1307.619317893339
484.38321115054873 1492.0805663490526
724.372903845092 1294.855782909215
294.5257617925274 1207.245623091623
514.6268897095354 1499.2333789404577
406.90806349593 97.0228793123929
1201.8428877410977 686.808915947658
514.4039405216727 1497.3671998499422
995.9987078728051 910.0493403475293
900.5537475051954 1001.0649241514951
710.8600426416501 1296.1039822596867
317.63742707358364 1194.7053004337806
1397.0503291441269 606.9250999627279
1396.9421863361567 601.2442900771008
1007.9508951356845 895.7454718293559
591.9220280859422 486.74169370690635
594.1559882882134 489.7170109293516
611.8068714343152 495.82350666221225
902.9505959687524 970.8326878097654
496.093862207885 1500.476157324604
700.9829951452795 1295.9128280224893
1405.8797126520933 611.5814586193801
293.13551001726574 1212.4260905161987
299.40251200802356 1195.8424311718832
385.77887717693454 112.35821247822173
1102.2400761334661 1386.5265250630778
897.6132465352215 997.3000392763879
602.9973615679872 495.19880128940343
300.9714980059931 1204.6926413830436
1112.8394528609972 1397.1320631144781
1505.2060097049493 194.72303101084375
1508.2116478378268 209.32899139611393
1511.274590268078 189.78182783250384
998.8840149290324 903.9052903147174
1101.3723822679578 1403.6048823911808
303.01390311424444 1209.3831758885315
685.8731654818052 1313.161110786917
389.1107396233569 108.34407772801994
1411.9480433896722 613.9386601673776
1187.8451152402329 702.856536112985
1215.617362590075 711.6950883367779
596.59170484255 509.00759461338777
1192.4048769369647 713.7749242474547
293.31974642785855 1200.8289293015348
708.7909595621643 1308.3072531967118
1405.4301981894037 597.3582083194347
909.9926170273243 990.797106258054
1096.401878277976 1407.7948215388794
304.502136447067 1189.0501222464595
593.78366546793 492.29220046420215
492.9918615945633 1505.0673665992153
402.0957172433735 88.59813480132091
305.011211824581 1199.376832179149
1196.948147882904 712.5249041590312
603.5300457387166 492.80102566830624
1404.1579994039414 572.4552337383789
1014.3832189891291 899.0040491181409
518.4965724585296 1501.8572963947815
1209.8830984290694 698.9710180017247
1094.331409101871 1400.4847556448533
289.76129368118535 1192.5237276115472
1210.7467756185404 701.5795939774858
1098.0481632990784 1388.109758651711
900.4782933649258 1011.3657089435452
896.8604356582329 994.6104080473143
1503.3371984191726 188.8620249403611
395.40799000048634 97.31950258405888
397.2143799146437 93.855534153369
409.413889388664 101.58326004963754
1099.723865469042 1400.8968495689905
690.4653075889913 1305.3163864186479
1394.8836964139887 603.8550281740141
1209.8323452915881 710.3200388964185
603.724729241317 491.1518487672519
604.62367572742 498.5101142792039
505.98597031595426 1518.8226637015835
388.8040368320462 98.90778573736401
1004.3508561465753 916.7900150778621
1083.3456594219022 1406.7849060883452
393.2014542552898 120.27504133767414
1501.729306352876 197.4016648771002
